"timestamp","current","lampIsRunning","voltage"
2019-11-05 09:19:17,0.0,"false",0.0
2019-11-05 09:19:17,0.0,"false",0.0
2019-11-05 09:19:17,138.93348570160137,"false",34.535564619165726
2019-11-05 09:19:17,138.93348570160137,"true",34.535564619165726
2019-11-05 09:19:17,139.86017187025124,"true",33.03904232533006
2019-11-05 09:19:17,139.07764819935886,"true",33.03904232533006
2019-11-05 09:19:17,139.21947854273495,"true",31.808022504948493
2019-11-05 09:19:17,139.8574755646119,"true",29.4026303946506
2019-11-05 09:19:17,139.2433346447875,"true",30.34467452888191
2019-11-05 09:19:17,138.25444121121274,"true",30.202573632201982
2019-11-05 09:19:17,138.95630841929437,"true",29.876370371235655
2019-11-05 09:19:17,137.5363981364827,"true",30.359077163055584
2019-11-05 09:19:17,138.4098651713662,"true",31.10515800360582
2019-11-05 09:19:17,137.82284683485477,"true",31.211213485998663
2019-11-05 09:19:17,137.82284683485477,"true",31.183978913770087
2019-11-05 09:19:17,137.06832633041537,"true",31.183978913770087
2019-11-05 09:19:17,136.58958583544583,"true",30.64916406543543
2019-11-05 09:19:17,136.21053046061178,"true",30.64916406543543
2019-11-05 09:19:17,136.00309408817964,"true",31.483758561838854
2019-11-05 09:19:17,134.80710937162553,"true",30.990003224746886
2019-11-05 09:19:17,135.6494610246694,"true",30.235775855799787
2019-11-05 09:19:17,135.60423524562958,"true",30.235775855799787
2019-11-05 09:19:17,136.20341861057867,"true",30.235775855799787
2019-11-05 09:19:17,136.38982126017154,"true",29.79965621673511
2019-11-05 09:19:17,136.38982126017154,"true",29.143135406044408
2019-11-05 09:19:17,136.2356881335751,"true",28.41707474310903
2019-11-05 09:19:17,135.45861180648743,"true",28.890298007194833
2019-11-05 09:19:17,136.03043754306222,"true",29.63711224986229
2019-11-05 09:19:17,136.8571148931135,"true",29.216000521484876
2019-11-05 09:19:17,136.69643935179735,"true",27.7823573129455
2019-11-05 09:19:17,132.85183859391717,"true",27.061729741465076
2019-11-05 09:19:17,133.58011073103467,"true",24.810912319253138
2019-11-05 09:19:17,134.2170304861301,"true",26.199786210334945
2019-11-05 09:19:17,134.43552302282782,"true",26.303381985031606
2019-11-05 09:19:17,134.52211692943283,"true",27.654849357641123
2019-11-05 09:19:17,134.7539721970314,"true",26.936230910052604
2019-11-05 09:19:17,134.6351872165541,"true",26.770381951786632
2019-11-05 09:19:17,134.79719598159775,"true",27.97893789604798
2019-11-05 09:19:17,134.36491334876789,"true",28.22353434603842
2019-11-05 09:19:17,135.1665789865475,"true",27.734875766149546
2019-11-05 09:19:17,134.65329117534046,"true",26.942257067509043
2019-11-05 09:19:17,135.6259806858913,"true",28.2634823693776
2019-11-05 09:19:17,135.48386154261453,"true",28.2634823693776
2019-11-05 09:19:17,134.80823038773025,"true",27.822091726213472
2019-11-05 09:19:17,133.51549037655323,"true",27.045988316198176
2019-11-05 09:19:17,135.05350709810762,"true",27.909560994041314
2019-11-05 09:19:17,136.44576811043825,"true",27.909560994041314
2019-11-05 09:19:17,133.3579332777987,"true",28.015411126400043
2019-11-05 09:19:17,133.3579332777987,"true",27.836189463347843
2019-11-05 09:19:17,133.3579332777987,"true",27.364424555039488
2019-11-05 09:19:17,133.3579332777987,"true",26.440878088329995
2019-11-05 09:19:17,133.3579332777987,"true",26.46493092990291
2019-11-05 09:19:17,133.3579332777987,"true",25.211988978976564
2019-11-05 09:19:17,134.17926108203022,"true",25.697024607609073
2019-11-05 09:19:17,134.85627078140806,"true",25.21638258817925
2019-11-05 09:19:17,136.58249654281016,"true",25.572589424695476
2019-11-05 09:19:17,137.3533603713751,"true",25.922533717983296
2019-11-05 09:19:17,136.88822031594188,"true",26.39462776337337
2019-11-05 09:19:17,137.28286618255336,"true",30.59966210560843
2019-11-05 09:19:17,136.47149457047954,"true",29.960036796691327
2019-11-05 09:19:17,137.0630476434332,"true",30.309292340568742
2019-11-05 09:19:17,134.9672191315439,"true",31.697858246864318
2019-11-05 09:19:17,135.5579091939566,"true",31.32711650714212
2019-11-05 09:19:17,136.13206439381227,"true",33.26515228297841
2019-11-05 09:19:17,137.02445496806516,"true",32.5088340169474
2019-11-05 09:19:17,138.2812615724657,"true",33.37688730995621
2019-11-05 09:19:17,137.8491544032101,"true",33.4591603810359
2019-11-05 09:19:17,141.03655472051818,"true",31.099880889801565
2019-11-05 09:19:17,138.2119327061186,"true",29.372399151334083
2019-11-05 09:19:17,138.6160884537004,"true",28.695739684712922
2019-11-05 09:19:17,137.7209938114932,"true",27.76168016698406
2019-11-05 09:19:17,137.395731570262,"true",27.319886148907088
